ID,Title,Year,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,Type,Directors,Runtime,Rotten_Tomatoes_Rounded,IMDB_Rounded,AgeRestriction,Genres_Fantasy,Genres_Sci-Fi,Genres_Mystery,Genres_Family,Genres_Adventure,Genres_Crime,Genres_Horror,Genres_Romance,Genres_Documentary,Genres_Action,Genres_Thriller,Genres_Comedy,Genres_Drama,Genres_Others,Continent_Africa,Continent_Antarctica,Continent_Asia,Continent_Europe,Continent_North America,Continent_Oceania,Continent_South America,Continent_NA,Language_NA,Language_Hindi,Language_French,Language_Spanish,Language_English,Language_Others,Era
14979,"Ride 'em, Cowgirl",1939,NA,6.1,NA,0,0,1,0,0,Samuel Diege,53.0,NA,Average,NA,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Old
14980,Broken Trust,2012,7+,5.0,NA,0,0,1,0,0,James Bridges,122.0,NA,Bad,Non-Adult,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
14981,Eye of the Eagle,1987,18+,4.5,NA,0,0,1,0,0,Cirio H. Santiago,84.0,NA,Bad,Adult,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,Golden
14982,To Hell with a Bullet,2013,NA,4.1,NA,0,0,1,0,0,Vick Wright,107.0,NA,Bad,NA,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
14983,Dracula 3000,2004,18+,2.1,NA,0,0,1,0,0,Darrell Roodt,86.0,NA,Really_Bad,Adult,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,Modern
14984,Hijack,1999,18+,4.2,NA,0,0,1,0,0,John Guillermin,101.0,NA,Bad,Adult,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,Modern
14985,The Deadly Strands,2013,NA,4.6,NA,0,0,1,0,0,"Xiao-Ou Zhao,Xiao-Xi Zhao",90.0,NA,Bad,NA,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Latest
14986,Ram Ratan,2017,NA,3.9,NA,0,0,1,0,0,Govind Sakariya,112.0,NA,Bad,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Latest
14987,Disorder,2006,18+,5.5,NA,0,0,1,0,0,Alice Winocour,98.0,NA,Average,Adult,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Modern
14988,Cyxork 7,2006,NA,4.2,NA,0,0,1,0,0,John Huff,92.0,NA,Bad,NA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
14989,Raised by Wolves,2014,NA,3.7,NA,0,0,1,0,0,NA,-1.0,NA,Bad,NA,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Latest
14990,The Frost,2009,NA,5.1,NA,0,0,1,0,0,Ferran Audí,103.0,NA,Average,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,Modern
14991,King of the Lost World,2005,18+,2.4,NA,0,0,1,0,0,Leigh Scott,80.0,NA,Really_Bad,Adult,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
14992,The Monster Walks,1932,NA,4.1,NA,0,0,1,0,0,Frank R. Strayer,63.0,NA,Bad,NA,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Old
14993,Up and Down,1993,NA,6.9,NA,0,0,1,0,0,Jan Hrebejk,108.0,NA,Good,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,Modern
14994,Entry Level,2007,NA,5.7,NA,0,0,1,0,0,Douglas Horn,85.0,NA,Average,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
14995,Big Baby,2015,NA,4.5,NA,0,0,1,0,0,Randal Kleiser,89.0,NA,Bad,NA,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
14996,Field Freak,2016,NA,3.1,NA,0,0,1,0,0,Stephen Folker,90.0,NA,Really_Bad,NA,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
14997,Lacchimdeviki O Lekkundi,2016,all,5.3,NA,0,0,1,0,0,Jagadish Talasila,107.0,NA,Average,Non-Adult,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Latest
14998,Gathering of Heroes: Legend of the Seven Swords,2018,NA,4.2,NA,0,0,1,0,0,"Mark Steven Grove,Jon Firestone",103.0,NA,Bad,NA,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
14999,The Landlord,2009,18+,4.4,NA,0,0,1,0,0,Victor Zarcoff,87.0,NA,Bad,Adult,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
15000,Rhapsody,2001,18+,4.3,NA,0,0,1,0,0,Stanley Kubrick,159.0,NA,Bad,Adult,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,Modern
15001,Princess of Mars,2009,7+,3.1,NA,0,0,1,0,0,Mark Atkins,93.0,NA,Really_Bad,Non-Adult,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
15002,The Yank,2014,16+,4.5,NA,0,0,1,0,0,Lexi Alexander,109.0,NA,Bad,Teen,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,Latest
15003,The Getaway,2020,18+,NA,NA,0,0,1,0,0,Sam Peckinpah,123.0,NA,NA,Adult,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,Latest
15004,Assumed Killer,2013,NA,3.5,NA,0,0,1,0,0,Bernard Salzmann,87.0,NA,Really_Bad,NA,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15005,Stalker,2010,18+,4.4,NA,0,0,1,0,0,Andrei Tarkovsky,162.0,NA,Bad,Adult,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Modern
15006,The Gate: Dawn of the Bahá’í Faith,2018,NA,2.9,NA,0,0,1,0,0,Bob Hercules,60.0,NA,Really_Bad,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Latest
15007,Beautiful Destroyer,1986,NA,7.5,NA,0,0,1,0,0,"Christopher Dorrah,Tracy Wren",115.0,NA,Good,NA,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Golden
15008,UnDivided,2013,7+,7.5,NA,0,0,1,0,0,Sam Martin,66.0,NA,Good,Non-Adult,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15009,Uphill Battle,2014,16+,5.3,NA,0,0,1,0,0,Amy Kenney,92.0,NA,Average,Teen,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15010,Beau Revel,1921,NA,5.3,NA,0,0,1,0,0,John Griffith Wray,69.0,NA,Average,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Old
15011,Dead Shadows,2012,NA,3.7,NA,0,0,1,0,0,David Cholewa,75.0,NA,Bad,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Latest
15012,The Last Sect,2006,16+,3.6,NA,0,0,1,0,0,Jonathan Dueck,90.0,NA,Bad,Teen,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,Modern
15013,Minesweeper,1943,NA,5.2,NA,0,0,1,0,0,William Berke,67.0,NA,Average,NA,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Vintage
15014,Devil's Racecourse,2009,NA,3.8,NA,0,0,1,0,0,Rick Ganz,78.0,NA,Bad,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
15015,Drone,2014,NA,NA,33%,0,0,1,0,0,Jason Bourque,91.0,Really_Bad,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,Latest
15016,Disconnected,1983,NA,4.2,NA,0,0,1,0,0,Gorman Bechard,82.0,NA,Bad,NA,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Golden
15017,Showdown at Area 51,2007,18+,3.3,NA,0,0,1,0,0,C. Roma,96.0,NA,Really_Bad,Adult,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
15018,Summertime Christmas,2010,NA,4.0,NA,0,0,1,0,0,Andrew von Ehrenkrook,111.0,NA,Bad,NA,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
15019,The Forgotten Bomb,2012,NA,6.0,NA,0,0,1,0,0,Stuart Overbey,95.0,NA,Average,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,Latest
15020,Blood of Dracula,1957,NA,4.4,NA,0,0,1,0,0,Herbert L. Strock,69.0,NA,Bad,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Vintage
15021,Christmas Spirit,2012,all,3.6,NA,0,0,1,0,0,David DeCoteau,88.0,NA,Bad,Non-Adult,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15022,The Scratch,2009,NA,3.3,NA,0,0,1,0,0,Jorge Suarez,92.0,NA,Really_Bad,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
15023,Secret Of Shaolin Kung Fu,1979,NA,5.8,NA,0,0,1,0,0,"Jen-Tao Chang,Shao-Peng Chen",78.0,NA,Average,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Golden
15024,The Occupants,2014,NA,3.7,NA,0,0,1,0,0,Todd Alcott,79.0,NA,Bad,NA,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15025,Fast Zombies with Guns,2009,NA,2.2,NA,0,0,1,0,0,Bennie Woodell,87.0,NA,Really_Bad,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
15026,Bruce Lee Fights Back from the Grave,1976,18+,3.6,NA,0,0,1,0,0,Doo-yong Lee,95.0,NA,Bad,Adult,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Golden
15027,Dead in the Water,2006,NA,3.7,NA,0,0,1,0,0,Sheldon Wilson,-1.0,NA,Bad,NA,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
15028,Hav Faith,2016,NA,6.3,NA,0,0,1,0,0,Howard Bell IV,125.0,NA,Average,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15029,The Demonic Tapes,2017,NA,3.6,NA,0,0,1,0,0,Richard Mansfield,71.0,NA,Bad,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Latest
15030,Missed Connections,2012,NA,5.3,NA,0,0,1,0,0,Jessica Janos,84.0,NA,Average,NA,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15031,Airplane vs Volcano,2014,13+,2.5,NA,0,0,1,0,0,"James Kondelik,Jon Kondelik",91.0,NA,Really_Bad,Teen,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15032,Prime of Your Life,2010,NA,5.0,NA,0,0,1,0,0,Kelly L. King,93.0,NA,Bad,NA,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Modern
15033,Dragon Fighter,2003,18+,3.4,NA,0,0,1,0,0,Roland Joffé,122.0,NA,Really_Bad,Adult,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,Modern
15034,Bloody Bloody Bible Camp,2012,NA,4.7,NA,0,0,1,0,0,Vito Trabucco,90.0,NA,Bad,NA,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15035,Point 453,2017,NA,7.1,NA,0,0,1,0,0,Ethan Paisley,50.0,NA,Good,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15036,Romans Road,2012,NA,7.1,NA,0,0,1,0,0,Helen Gibson,103.0,NA,Good,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15037,Sherlock Holmes and the Sign of Four,1983,NA,6.1,NA,0,0,1,0,0,Graham Cutts,75.0,NA,Average,NA,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Golden
15038,Moola,2007,13+,5.1,NA,0,0,1,0,0,Don Most,108.0,NA,Average,Teen,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
15039,Blood Myth,2020,NA,3.1,NA,0,0,1,0,0,"Sean Brown,Luke Gosling",81.0,NA,Really_Bad,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Latest
15040,Swarm of the Snakehead,2006,NA,3.5,NA,0,0,1,0,0,"Frank Lama,Joel Denning",95.0,NA,Really_Bad,NA,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
15041,Reckless Decision,1933,NA,4.7,NA,0,0,1,0,0,John W. Noble,53.0,NA,Bad,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Old
15042,Panzer Chocolate,2013,18+,3.5,NA,0,0,1,0,0,Robert Figueras,84.0,NA,Really_Bad,Adult,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Latest
15043,Double Crossed,2010,NA,3.2,NA,0,0,1,0,0,Roger Young,109.0,NA,Really_Bad,NA,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
15044,The Curse of Robert the Doll,2016,NA,3.5,NA,0,0,1,0,0,Andrew Jones,79.0,NA,Really_Bad,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Latest
15045,Infected,2012,18+,2.8,NA,0,0,1,0,0,Neil Mcenery-West,77.0,NA,Really_Bad,Adult,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Latest
15046,The Guy with Secret Kung Fu,1981,NA,3.8,NA,0,0,1,0,0,Chi Lo,86.0,NA,Bad,NA,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Golden
15047,Double Tap,2011,NA,5.2,NA,0,0,1,0,0,Greg Yaitanes,87.0,NA,Average,NA,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15048,The West Wittering Affair,2006,NA,3.9,NA,0,0,1,0,0,David Scheinmann,92.0,NA,Bad,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Modern
15049,Watch Phoenix Rise,2014,NA,3.6,NA,0,0,1,0,0,Ramasses Head,90.0,NA,Bad,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15050,The Fat Spy,1966,NA,2.7,NA,0,0,1,0,0,Joseph Cates,80.0,NA,Really_Bad,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Vintage
15051,Colorado Kid,1937,NA,5.3,NA,0,0,1,0,0,Earl Bellamy,86.0,NA,Average,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Old
15052,How 2 Build A Rapper,2008,NA,5.3,NA,0,0,1,0,0,"Cetre Pegues,Lewis T. Powell",90.0,NA,Average,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
15053,Chained for Life,1952,NA,4.2,NA,0,0,1,0,0,Aaron Schimberg,91.0,NA,Bad,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Vintage
15054,Cold Blood Canyon,2007,13+,4.1,NA,0,0,1,0,0,Alec Tuckman,90.0,NA,Bad,Teen,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
15055,Let There Be Zombies,2014,NA,3.0,NA,0,0,1,0,0,Andrew Patterson,90.0,NA,Really_Bad,NA,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,Latest
15056,Deadly Target,1994,18+,5.3,NA,0,0,1,0,0,Kevin Carraway,88.0,NA,Average,Adult,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
15057,Martin Clunes: Last Lemur Standing,2012,NA,7.3,NA,0,0,1,0,0,Dominic Ozanne,46.0,NA,Good,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Latest
15058,The Passions of Howard Hughes,2004,NA,7.3,NA,0,0,1,0,0,Mark McLaughlin,60.0,NA,Good,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
15059,Hard Time Bus,2014,NA,7.3,NA,0,0,1,0,0,Dean Charles,90.0,NA,Good,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Latest
15060,Beyond Bengal,1934,NA,5.2,NA,0,0,1,0,0,Harry Schenck,62.0,NA,Average,NA,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Old
15061,Indian Comedy Tour,2010,NA,5.7,NA,0,0,1,0,0,Iqbal Hans,65.0,NA,Average,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
15062,Drive-In Movie Memories,2001,NA,7.5,NA,0,0,1,0,0,Kurt Kuenne,57.0,NA,Good,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
15063,Wrath of the Crows,2013,NA,4.5,NA,0,0,1,0,0,Ivan Zuccon,87.0,NA,Bad,NA,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Latest
15064,The Good Wifey,2012,NA,5.5,NA,0,0,1,0,0,T.A. Williams,90.0,NA,Average,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15065,Fortune Cookie Prophecies,2011,18+,3.9,NA,0,0,1,0,0,Henry Li,113.0,NA,Bad,Adult,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15066,Cowboys & Indians,2011,13+,2.4,NA,0,0,1,0,0,"Aaron Burk,Tyler Burk",86.0,NA,Really_Bad,Teen,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15067,Army of Frankensteins,2013,NA,2.8,NA,0,0,1,0,0,Ryan Bellgardt,108.0,NA,Really_Bad,NA,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15068,King Solomon's Treasure,1979,NA,4.2,NA,0,0,1,0,0,Alvin Rakoff,88.0,NA,Bad,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,Golden
15069,Too Saved,2007,NA,4.3,NA,0,0,1,0,0,"Shuaib Muhammed Kedar,Shuaib Mitchell",78.0,NA,Bad,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
15070,Loose Shoes,1980,18+,4.8,NA,0,0,1,0,0,Ira Miller,84.0,NA,Bad,Adult,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Golden
15071,Fashion Model,1945,NA,5.3,NA,0,0,1,0,0,William Beaudine,61.0,NA,Average,NA,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Vintage
15072,Shark Exorcist,2016,NA,1.3,NA,0,0,1,0,0,Donald Farmer,71.0,NA,Really_Bad,NA,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15073,You People,2010,NA,5.9,NA,0,0,1,0,0,Laron M. Chapman,94.0,NA,Average,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
15074,Skeleton Crew,2009,18+,3.5,NA,0,0,1,0,0,NA,-1.0,NA,Really_Bad,Adult,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
15075,Chat,2015,18+,2.8,NA,0,0,1,0,0,Boris Wexler,86.0,NA,Really_Bad,Adult,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15076,Desert Commandos,1967,7+,5.1,NA,0,0,1,0,0,Umberto Lenzi,96.0,NA,Average,Non-Adult,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Vintage
15077,Destination Vegas,1995,18+,3.9,NA,0,0,1,0,0,Paul Wynne,78.0,NA,Bad,Adult,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
15078,Chamku,2008,18+,4.1,NA,0,0,1,0,0,Kabeer Kaushik,105.0,NA,Bad,Adult,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Modern
15079,The Terror Factor,2007,NA,4.6,NA,0,0,1,0,0,Garry Medeiros,84.0,NA,Bad,NA,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
15080,"Die Sister, Die!",1978,7+,4.7,NA,0,0,1,0,0,Randall Hood,82.0,NA,Bad,Non-Adult,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Golden
15081,Mama/M.A.M.A.,2003,13+,4.8,NA,0,0,1,0,0,Nonny de la Peña,100.0,NA,Bad,Teen,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
15082,"Young, High and Dead",2013,NA,3.3,NA,0,0,1,0,0,"Luke Brady,Katie Anna Brady,Daniel Fenton,Thabo Mhlatshwa",89.0,NA,Really_Bad,NA,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Latest
15083,HazMat,2013,NA,3.5,NA,0,0,1,0,0,Lou Simon,80.0,NA,Really_Bad,NA,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15084,James Mullinger: Anything Is Possible,2017,NA,6.9,NA,0,0,1,0,0,Stephen Francis Foster,73.0,NA,Good,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15085,Lost Time,2014,NA,2.8,NA,0,0,1,0,0,Christian Sesma,93.0,NA,Really_Bad,NA,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15086,The Last Ridge: The 10th Mountain Division,2007,NA,6.1,NA,0,0,1,0,0,NA,56.0,NA,Average,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
15087,Dance Or Die,1987,NA,3.3,NA,0,0,1,0,0,Roozbeh Kaboly,54.0,NA,Really_Bad,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,Golden
15088,Sing Sing Nights,1934,NA,4.8,NA,0,0,1,0,0,Lewis D. Collins,60.0,NA,Bad,NA,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Old
15089,God Send Me A Man,2009,13+,3.7,NA,0,0,1,0,0,"Emmbre Perry,Curtis Von",87.0,NA,Bad,Teen,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
15090,Assignment: Outer Space,1960,NA,3.6,NA,0,0,1,0,0,Antonio Margheriti,73.0,NA,Bad,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Vintage
15091,Targeting,2014,NA,4.6,NA,0,0,1,0,0,Tarique Qayumi,85.0,NA,Bad,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
15092,Immune,2016,NA,3.0,NA,0,0,1,0,0,Steven Tayler,72.0,NA,Really_Bad,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Latest
